algo,M,efConstruction,efSearch,build_s,size_mb,rss_mb,rss_peak_mb,rss_delta_mb,faiss_threads,qps,latency_ms,latency_p99_ms,recall_1,recall_10,recall_100,n_base,study
HNSW,32,200,160,127.34418152299986,4036.0126667022714,4601.0859375,11025.36328125,4033.31640625,8,5103.1533818716,0.1959405896319367,0.367660765810433,0.9985,0.99874,0.994741,500000,varyEFC
HNSW,32,200,320,127.34418152299986,4036.0126667022714,4601.0859375,11025.36328125,4033.31640625,8,3001.0723455712514,0.3332551315339515,0.6271527919678191,0.9989,0.9995,0.99868,500000,varyEFC
HNSW,32,200,640,127.34418152299986,4036.0126667022714,4601.0859375,11025.36328125,4033.31640625,8,1635.5488869131827,0.611046682064989,1.151947526576259,0.9995,0.99988,0.99974,500000,varyEFC
HNSW,32,400,10,252.11920119599745,4036.0126667022705,4599.09375,11162.671875,4034.66796875,8,27009.38238171646,0.037021609368093775,0.057210985927667934,0.9425,0.90081,0.642887,500000,varyEFC
HNSW,32,400,20,252.11920119599745,4036.0126667022705,4599.09375,11162.671875,4034.66796875,8,18745.825749769523,0.053323721734826295,0.08554079619207186,0.9802,0.96426,0.810533,500000,varyEFC
HNSW,32,400,40,252.11920119599745,4036.0126667022705,4599.09375,11162.671875,4034.66796875,8,12324.301476763274,0.08122055963443321,0.13901270405913238,0.9932,0.98903,0.933021,500000,varyEFC
HNSW,32,400,80,252.11920119599745,4036.0126667022705,4599.09375,11162.671875,4034.66796875,8,7653.958018439654,0.13061620766093257,0.23242390760715348,0.9984,0.99741,0.9839,500000,varyEFC
HNSW,32,400,160,252.11920119599745,4036.0126667022705,4599.09375,11162.671875,4034.66796875,8,4495.233161027619,0.2223085110342557,0.40607059332978673,0.9992,0.99934,0.996629,500000,varyEFC
HNSW,32,400,320,252.11920119599745,4036.0126667022705,4599.09375,11162.671875,4034.66796875,8,2623.225888560464,0.38092357693312806,0.7052696017795824,0.9995,0.99974,0.999325,500000,varyEFC
HNSW,32,400,640,252.11920119599745,4036.0126667022705,4599.09375,11162.671875,4034.66796875,8,1435.1466352997993,0.6990713587331508,1.2992118695678072,0.9998,0.99994,0.999887,500000,varyEFC
